Rower,Stroke,AveragePower_Watts,EffectiveLength_Degrees
Rower_1,1,18.347758285591148,82.9375
Rower_1,2,26.54162956620447,88.25
Rower_1,3,26.999095805225913,95.3125
Rower_1,4,29.173433394366572,91.125
Rower_1,5,29.16262052258177,95.3125
Rower_1,6,28.75420848673481,92.9375
Rower_1,7,30.228963498902083,92.25
Rower_1,8,27.513195563425604,94.125
Rower_1,9,26.17494994926737,92.375
Rower_1,10,26.51429223280713,93.375
Rower_1,11,26.70525223210666,94.375
Rower_1,12,27.27238960261269,93.1875
Rower_1,13,24.835201416668106,90.0
Rower_1,14,25.943966631880876,90.5
Rower_1,15,24.304201010670933,93.25
Rower_1,16,23.529637743015126,88.3125
Rower_1,17,24.72337475289614,88.125
Rower_1,18,23.727742120111458,93.125
Rower_1,19,26.926831325366283,93.25
Rower_1,20,22.85355208869896,94.375
Rower_1,21,25.206135052969124,92.6875
Rower_1,22,27.386505273151247,97.125
Rower_1,23,26.074703869018677,93.5625
Rower_1,24,25.97260220958071,93.5
Rower_1,25,25.430670414599163,90.0625
Rower_1,26,25.870717600920024,90.6875
Rower_1,27,25.23108245801391,93.375
Rower_1,28,25.75002555884132,95.8125
Rower_1,29,24.400873567166084,91.0
Rower_1,30,22.842759390365035,92.0625
Rower_1,31,24.961343977160226,91.5
Rower_1,32,26.201938381777076,93.6875
Rower_1,33,26.51597359978642,95.3125
Rower_1,34,26.54550270531734,92.5
Rower_1,35,26.5742057936698,93.6875
Rower_1,36,24.84618827310555,96.3125
Rower_1,37,25.664515943964673,91.25
Rower_1,38,27.036313016037177,92.75
Rower_1,39,26.5766271603498,93.6875
Rower_1,40,27.0069390503086,91.5
Rower_1,41,25.263560054122983,93.0625
Rower_1,42,24.98412516386588,91.5
Rower_1,43,25.874721689129647,92.75
Rower_1,44,26.07616900222336,92.875
Rower_1,45,26.453154380206914,97.375
Rower_1,46,25.27038512593631,90.5
Rower_1,47,25.965500744636024,92.0
Rower_1,48,26.788711557321104,91.0
Rower_1,49,27.419308724691383,95.1875
Rower_1,50,27.059709316925304,93.9375
Rower_1,51,26.360905857433984,93.5625
Rower_1,52,25.189794879582593,91.0
Rower_1,53,24.31448349758881,90.0
Rower_1,54,25.07724922015916,92.5
Rower_1,55,24.421722165186317,89.5625
Rower_1,56,24.665716771859895,91.75
Rower_1,57,26.85608745414248,94.625
Rower_1,58,25.00094607526788,90.75
Rower_1,59,26.61870854010398,92.75
Rower_1,60,27.14184831154896,91.5
Rower_1,61,27.350762971730113,93.0
Rower_1,62,26.877238603440308,99.5625
Rower_1,63,25.786044795133897,93.0
Rower_1,64,25.633308838924236,92.625
Rower_1,65,24.678072376882024,90.25
Rower_1,66,25.153048204138766,88.875
Rower_1,67,24.36759286998741,91.5
Rower_1,68,23.97932924940397,90.75
Rower_1,69,25.19049657442946,96.625
Rower_1,70,23.52203422842738,90.0625
Rower_1,71,23.108976519685033,91.5
Rower_1,72,4.774435531403415,91.9375
Rower_1,73,21.093068901809954,87.6875
Rower_1,74,24.465369608556642,88.1875
Rower_1,75,25.223009662281264,90.0625
Rower_1,76,25.68446748489274,90.75
Rower_1,77,26.165139466580793,90.0
Rower_1,78,25.687747422053434,94.3125
Rower_1,79,26.11021053956759,93.1875
Rower_1,80,26.41725762884913,93.0
Rower_1,81,26.27736730603934,94.6875
Rower_1,82,26.61015734740803,92.5
Rower_1,83,26.01298447727951,93.25
Rower_1,84,28.005952159802924,92.75
Rower_1,85,25.14667241929307,95.125
Rower_1,86,21.745718524261264,90.0625
Rower_1,87,23.13272864360466,92.0
Rower_1,88,23.946732072995502,92.25
Rower_1,89,24.553492141940463,92.25
Rower_1,90,23.93710441127477,90.25
Rower_1,91,23.804430826047014,91.25
Rower_1,92,23.926697402491396,91.0
Rower_1,93,24.571625845449415,91.5
Rower_1,94,24.822381630052607,93.375
Rower_1,95,24.91265116650965,92.0
Rower_1,96,24.56721247105092,92.75
Rower_1,97,24.452916054233796,92.4375
Rower_1,98,26.32729319929537,93.9375
Rower_1,99,25.506829044977884,91.5
Rower_1,100,25.129319067588476,92.875
Rower_1,101,24.297982652114726,91.5
Rower_1,102,26.44024217870898,97.5625
Rower_1,103,25.39521049373579,92.9375
Rower_1,104,26.525730475218587,92.25
Rower_1,105,26.005069867314536,92.0
Rower_1,106,25.310207493465903,92.4375
Rower_1,107,25.10789014377246,90.75
Rower_1,108,26.13162442579802,92.0
Rower_1,109,24.701125585546542,90.75
Rower_1,110,24.458727417409776,91.75
Rower_1,111,24.33165817412493,88.875
Rower_1,112,23.985211883467276,93.8125
Rower_1,113,22.10992969630197,92.875
Rower_1,114,23.785468105079087,95.375
Rower_1,115,3.314903535795937,84.6875
Rower_1,116,16.04372489150202,85.125
Rower_1,117,22.90275655780294,87.125
Rower_1,118,24.961684746263554,89.875
Rower_1,119,26.180339310681106,90.3125
Rower_1,120,25.661099736402022,92.5
Rower_1,121,25.381232077137685,92.4375
Rower_1,122,25.668914476294216,97.625
Rower_1,123,26.474476234014844,92.6875
Rower_1,124,26.369510384259804,91.875
Rower_1,125,25.03094341196226,91.9375
Rower_1,126,26.30202791113023,91.0
Rower_1,127,25.66182095387359,93.9375
Rower_1,128,25.45737247052666,91.4375
Rower_1,129,24.509281976653096,90.25
Rower_1,130,25.388856247465537,89.5625
Rower_1,131,23.347446420848776,90.0
Rower_1,132,21.50212157195644,91.1875
Rower_1,133,25.3104496397357,91.5
Rower_1,134,24.259820772566865,91.6875
Rower_1,135,22.675219324774623,96.125
Rower_1,136,22.98867458312161,89.0625
Rower_1,137,24.05448501341778,92.625
Rower_1,138,26.153781935155028,94.0625
Rower_1,139,25.017261748322337,93.4375
Rower_1,140,25.95008839907279,89.8125
Rower_1,141,25.196526713265932,93.125
Rower_1,142,23.59885313700794,91.5
Rower_1,143,25.121758396363248,94.8125
Rower_1,144,22.26244950095172,93.375
Rower_1,145,23.088859986432094,91.25
Rower_1,146,23.27501216070656,88.8125
Rower_1,147,22.460787304150653,91.0
Rower_1,148,23.504040075354354,89.8125
Rower_1,149,21.130584872628376,89.5625
Rower_1,150,22.48120909795279,93.9375
Rower_1,151,24.438054313879487,92.75
Rower_1,152,23.028778798183897,92.9375
Rower_1,153,24.75047451450197,90.25
Rower_1,154,21.845637740580248,92.25
Rower_1,155,22.297815142932624,92.75
Rower_1,156,24.43890149916211,88.3125
Rower_1,157,23.157390911842608,89.5625
Rower_1,158,21.089831906749346,89.75
Rower_1,159,19.47226776420405,94.5625
Rower_1,160,24.73793896964753,91.25
Rower_1,161,25.70462509973509,87.25
Rower_1,162,25.06036606553514,89.8125
Rower_1,163,23.558116448590877,88.875
Rower_1,164,23.609598344226384,91.75
Rower_1,165,25.536883427745796,90.75
Rower_1,166,22.138085239191795,88.625
Rower_1,167,24.048191267259917,90.3125
Rower_1,168,22.6459136150908,89.5625
Rower_1,169,23.30826902540308,88.875
Rower_1,170,23.113188509182507,90.5
Rower_1,171,22.855810181929925,93.125
Rower_1,172,22.784506928194602,89.8125
Rower_1,173,24.030457978357067,88.6875
Rower_1,174,21.91042487119022,89.5625
Rower_1,175,23.288789447511896,93.5625
Rower_1,176,23.226900786030985,89.625
Rower_1,177,24.559328682981587,89.3125
Rower_1,178,24.77941000425251,90.5
Rower_1,179,21.594411647301307,89.4375
Rower_1,180,24.90810869464878,91.0
Rower_1,181,26.626386750095104,93.9375
Rower_1,182,26.229198799621194,92.8125
Rower_1,183,25.285542043904073,91.25
Rower_1,184,25.938497288115716,90.25
Rower_1,185,23.49503389598012,91.875
Rower_1,186,23.630506541736153,91.875
